"coal","wti","GP","solarthermal","solarpvthermalhybrid","solarpv","wind","hydropower","marineandtidal","bioenergy","geothermal","bioenergyLCOE","geothermalLCOE","offshorewindLCOE","solarphotovoltaicLCOE","concentratedsolarLCOE","hydropowerLCOE","onshorewindLCOE","AC_HYD_E","AC_SOLAR_E","AC_WIND_E","GR","EPI","TEMP","EEPH","co2_per_capita","TB","LTY","I","SRV","GOP","GIPIO","M2","IPI","UMP"
0.0275870659296163,0.533490591913983,0.292055037727474,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0537832259989557,0.228778158919089,0.742519298832137,0.278771832689826,0.945590994371482,0.888392857142857,0.383834159829741,0.000672386591965476,0.280303729971934,0.584248934477219,0.421878616327717,0.555658107728899,0.0791290493892724
0.0308326014171627,0.536123758845795,0.269862405681314,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0635552129696397,0.228778158919089,0.742519298832137,0.278771832689826,0.943714821763602,0.888392857142857,0.383834159829741,0.000672386591965476,0.280303729971934,0.584248934477219,0.421878616327717,0.555658107728899,0.0791290493892724
0.0323305474662482,0.523287070053212,0.251220594762539,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0169953004948156,0.228778158919089,0.742519298832137,0.278771832689826,0.941838649155722,0.888392857142857,0.383834159829741,0.000672386591965476,0.280303729971934,0.584248934477219,0.421878616327717,0.555658107728899,0.0791290493892724
0.0275870659296163,0.524987657030007,0.235685752330226,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0435885322127459,0.228778158919089,0.742519298832137,0.278771832689826,0.938086303939963,0.888392857142857,0.383834159829741,0.000672386591965476,0.280303729971934,0.584248934477219,0.421878616327717,0.555658107728899,0.0791290493892724
0.0275870659296163,0.524548795874705,0.25832223701731,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0294029887858368,0.228778158919089,0.742519298832137,0.278771832689826,0.936210131332083,0.888392857142857,0.383834159829741,0.000672386591965476,0.280303729971934,0.584248934477219,0.421878616327717,0.555658107728899,0.0791290493892724
0.0275870659296163,0.520324757254923,0.265867731913005,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0568416341348186,0.228778158919089,0.742519298832137,0.278771832689826,0.936210131332083,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0275870659296163,0.52723682045093,0.27075011096316,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0184001790287689,0.228778158919089,0.742519298832137,0.278771832689826,0.939962476547842,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0275870659296163,0.532612869603379,0.239236573457612,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.021993186960738,0.228778158919089,0.742519298832137,0.278771832689826,0.939962476547842,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0257146405109955,0.526194525207088,0.23346648912561,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0526269985329587,0.228778158919089,0.742519298832137,0.278771832689826,0.938086303939963,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0252153251613004,0.53162543200395,0.268974700399467,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0458761220379442,0.228778158919089,0.742519298832137,0.278771832689826,0.941838649155722,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0248408457917651,0.538482637555543,0.267199289835775,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.133898600094487,0.228778158919089,0.742519298832137,0.278771832689826,0.939962476547842,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0239670415488865,0.530144275604805,0.258766089658233,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0630330457269314,0.228778158919089,0.742519298832137,0.278771832689826,0.941838649155722,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0232180732861678,0.524274507652641,0.263204616067466,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.038080911057513,0.228778158919089,0.742519298832137,0.278771832689826,0.939962476547842,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0223442785669374,0.522573920675846,0.270306258322237,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0225650844170376,0.228778158919089,0.742519298832137,0.278771832689826,0.939962476547842,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0258394669675073,0.525371660540896,0.271637816245007,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0396474127856379,0.228778158919089,0.742519298832137,0.278771832689826,0.939962476547842,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
0.0249656722482769,0.511328103571233,0.277851753217932,0.337095420203339,0.245515394912985,0.139279944611124,0.258823529411765,0.329918756623101,0.408127208480565,0.470195163343233,0.2886345053148,0.845053439691461,0,0.920805113514051,1,1,0.163974274253629,1,0.719008510008652,0,0,0.823850320377669,0.0652957704453341,0.228778158919089,0.742519298832137,0.278771832689826,0.939962476547842,0.879464285714286,0.383834159829741,0.000672386591965476,0.280303729971934,0.672966166985352,0.431211916444674,0.611538900575274,0.0612733817194784
